2018-04-19 01:01:59,410 - root - INFO - Start
2018-04-19 01:01:59,551 - root - INFO - STATUS 1:True cache_layer {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>}
2018-04-19 01:01:59,552 - root - INFO - STATUS 2:True legacy_api {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>}
2018-04-19 01:01:59,552 - root - INFO - STATUS 3:True parser_wrapper {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>, 'proxy': None, 'game': 'meta', 'market': 'currencies', 'parser': <function currencies at 0x10884a0d0>}
2018-04-19 01:01:59,553 - root - INFO - STATUS 4:True parser_wrapper {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>, 'proxy': None, 'game': 'dota2', 'market': 'opskins.com', 'parser': <function opskins at 0x10902f950>}
2018-04-19 01:01:59,553 - root - INFO - STATUS 5:True parser_wrapper {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>, 'proxy': None, 'game': 'dota2', 'market': 'dota.money', 'parser': <function dotamoney at 0x10902f9d8>}
2018-04-19 01:01:59,553 - root - INFO - STATUS 6:True parser_wrapper {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>, 'proxy': None, 'bs-token': <pyotp.totp.TOTP object at 0x108426e80>, 'bs-api-key': '6651e3e2-5842-4538-8b91-12f67211fabe', 'game': 'dota2', 'market': 'bitskins.com', 'sale_purchase': False, 'parser': <function bitskins at 0x10902fa60>}
2018-04-19 01:02:00,090 - root - INFO - 0.233 	 meta:currencies upd loaded
2018-04-19 01:03:59,569 - root - INFO - STATUS 6:True parser_wrapper {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>, 'proxy': None, 'bs-token': <pyotp.totp.TOTP object at 0x108426e80>, 'bs-api-key': '6651e3e2-5842-4538-8b91-12f67211fabe', 'game': 'dota2', 'market': 'bitskins.com', 'sale_purchase': False, 'parser': <function bitskins at 0x10902fa60>}
2018-04-19 01:04:01,362 - root - INFO - 0.208 	 dota2:opskins.com upd loaded
2018-04-19 01:04:01,489 - root - INFO - 0.002 	 dota2:opskins.com av dropped
2018-04-19 01:04:01,507 - root - INFO - 1.686 	 dota2:bitskins.com upd loaded
2018-04-19 01:04:01,648 - root - INFO - 0.158 	 dota2:opskins.com server cache updated
2018-04-19 01:04:01,649 - root - INFO - 0.008 	 dota2:bitskins.com av dropped
2018-04-19 01:04:01,654 - root - INFO - 0.006 	 dota2:opskins.com last time updated
2018-04-19 01:04:01,765 - root - INFO - 0.115 	 dota2:bitskins.com server cache updated
2018-04-19 01:04:01,769 - root - INFO - 0.004 	 dota2:bitskins.com last time updated
2018-04-19 01:04:06,832 - root - INFO - 0.177 	 dota2:opskins.com upd loaded
2018-04-19 01:04:06,966 - root - INFO - 0.002 	 dota2:opskins.com av dropped
2018-04-19 01:04:07,077 - root - INFO - 0.111 	 dota2:opskins.com server cache updated
2018-04-19 01:04:07,082 - root - INFO - 0.004 	 dota2:opskins.com last time updated
2018-04-19 01:04:08,864 - root - INFO - 2.095 	 dota2:bitskins.com upd loaded
2018-04-19 01:04:09,033 - root - INFO - 0.039 	 dota2:bitskins.com av dropped
2018-04-19 01:04:09,180 - root - INFO - 0.146 	 dota2:bitskins.com server cache updated
2018-04-19 01:04:09,184 - root - INFO - 0.004 	 dota2:bitskins.com last time updated
2018-04-19 01:04:12,287 - root - INFO - 0.205 	 dota2:opskins.com upd loaded
2018-04-19 01:04:12,482 - root - INFO - 0.003 	 dota2:opskins.com av dropped
2018-04-19 01:04:12,656 - root - INFO - 0.174 	 dota2:opskins.com server cache updated
2018-04-19 01:04:12,660 - root - INFO - 0.004 	 dota2:opskins.com last time updated
2018-04-19 01:04:16,141 - root - INFO - 1.956 	 dota2:bitskins.com upd loaded
2018-04-19 01:04:16,285 - root - INFO - 0.006 	 dota2:bitskins.com av dropped
2018-04-19 01:04:16,394 - root - INFO - 0.108 	 dota2:bitskins.com server cache updated
2018-04-19 01:04:16,398 - root - INFO - 0.004 	 dota2:bitskins.com last time updated
2018-04-19 01:04:17,836 - root - INFO - 0.175 	 dota2:opskins.com upd loaded
2018-04-19 01:04:18,044 - root - INFO - 0.003 	 dota2:opskins.com av dropped
2018-04-19 01:04:18,161 - root - INFO - 0.116 	 dota2:opskins.com server cache updated
2018-04-19 01:04:18,164 - root - INFO - 0.003 	 dota2:opskins.com last time updated
2018-04-19 01:04:23,350 - root - INFO - 0.185 	 dota2:opskins.com upd loaded
2018-04-19 01:04:23,551 - root - INFO - 0.003 	 dota2:opskins.com av dropped
2018-04-19 01:04:23,656 - root - INFO - 2.258 	 dota2:bitskins.com upd loaded
2018-04-19 01:04:23,682 - root - INFO - 0.131 	 dota2:opskins.com server cache updated
2018-04-19 01:04:23,735 - root - INFO - 0.052 	 dota2:opskins.com last time updated
2018-04-19 01:04:23,824 - root - INFO - 0.006 	 dota2:bitskins.com av dropped
2018-04-19 01:04:23,937 - root - INFO - 0.112 	 dota2:bitskins.com server cache updated
2018-04-19 01:04:23,943 - root - INFO - 0.005 	 dota2:bitskins.com last time updated
2018-04-19 01:04:28,939 - root - INFO - 0.204 	 dota2:opskins.com upd loaded
2018-04-19 01:04:29,118 - root - INFO - 0.002 	 dota2:opskins.com av dropped
2018-04-19 01:04:29,240 - root - INFO - 0.122 	 dota2:opskins.com server cache updated
2018-04-19 01:04:29,244 - root - INFO - 0.003 	 dota2:opskins.com last time updated
2018-04-19 01:04:29,569 - root - INFO - STATUS 1:True cache_layer {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>}
2018-04-19 01:04:29,569 - root - INFO - STATUS 2:True legacy_api {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>}
2018-04-19 01:04:29,570 - root - INFO - STATUS 3:True parser_wrapper {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>, 'proxy': None, 'game': 'meta', 'market': 'currencies', 'parser': <function currencies at 0x10884a0d0>}
2018-04-19 01:04:29,570 - root - INFO - STATUS 4:True parser_wrapper {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>, 'proxy': None, 'game': 'dota2', 'market': 'opskins.com', 'parser': <function opskins at 0x10902f950>}
2018-04-19 01:04:29,570 - root - INFO - STATUS 5:True parser_wrapper {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>, 'proxy': None, 'game': 'dota2', 'market': 'dota.money', 'parser': <function dotamoney at 0x10902f9d8>}
2018-04-19 01:04:29,570 - root - INFO - STATUS 6:True parser_wrapper {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>, 'proxy': None, 'bs-token': <pyotp.totp.TOTP object at 0x108426e80>, 'bs-api-key': '6651e3e2-5842-4538-8b91-12f67211fabe', 'game': 'dota2', 'market': 'bitskins.com', 'sale_purchase': False, 'parser': <function bitskins at 0x10902fa60>}
2018-04-19 01:04:30,726 - root - INFO - 1.782 	 dota2:bitskins.com upd loaded
2018-04-19 01:04:30,858 - root - INFO - 0.006 	 dota2:bitskins.com av dropped
2018-04-19 01:04:30,971 - root - INFO - 0.112 	 dota2:bitskins.com server cache updated
2018-04-19 01:04:30,975 - root - INFO - 0.004 	 dota2:bitskins.com last time updated
2018-04-19 01:04:34,426 - root - INFO - 0.181 	 dota2:opskins.com upd loaded
2018-04-19 01:04:34,557 - root - INFO - 0.002 	 dota2:opskins.com av dropped
2018-04-19 01:04:34,683 - root - INFO - 0.126 	 dota2:opskins.com server cache updated
2018-04-19 01:04:34,691 - root - INFO - 0.007 	 dota2:opskins.com last time updated
2018-04-19 01:04:37,880 - root - INFO - 1.904 	 dota2:bitskins.com upd loaded
2018-04-19 01:04:38,031 - root - INFO - 0.007 	 dota2:bitskins.com av dropped
2018-04-19 01:04:38,140 - root - INFO - 0.108 	 dota2:bitskins.com server cache updated
2018-04-19 01:04:38,145 - root - INFO - 0.005 	 dota2:bitskins.com last time updated
2018-04-19 01:04:39,870 - root - INFO - 0.178 	 dota2:opskins.com upd loaded
2018-04-19 01:04:40,004 - root - INFO - 0.002 	 dota2:opskins.com av dropped
2018-04-19 01:04:40,110 - root - INFO - 0.106 	 dota2:opskins.com server cache updated
2018-04-19 01:04:40,115 - root - INFO - 0.004 	 dota2:opskins.com last time updated
2018-04-19 01:04:44,920 - root - INFO - 1.773 	 dota2:bitskins.com upd loaded
2018-04-19 01:04:45,053 - root - INFO - 0.005 	 dota2:bitskins.com av dropped
2018-04-19 01:04:45,158 - root - INFO - 0.105 	 dota2:bitskins.com server cache updated
2018-04-19 01:04:45,162 - root - INFO - 0.004 	 dota2:bitskins.com last time updated
2018-04-19 01:04:45,306 - root - INFO - 0.190 	 dota2:opskins.com upd loaded
2018-04-19 01:04:45,444 - root - INFO - 0.002 	 dota2:opskins.com av dropped
2018-04-19 01:04:45,547 - root - INFO - 0.102 	 dota2:opskins.com server cache updated
2018-04-19 01:04:45,551 - root - INFO - 0.004 	 dota2:opskins.com last time updated
2018-04-19 01:04:50,377 - root - INFO - 1.867 	 dota2:dota.money upd loaded
2018-04-19 01:04:50,516 - root - INFO - 0.007 	 dota2:dota.money av dropped
2018-04-19 01:04:50,601 - root - INFO - 0.085 	 dota2:dota.money server cache updated
2018-04-19 01:04:50,605 - root - INFO - 0.004 	 dota2:dota.money last time updated
2018-04-19 01:04:50,728 - root - INFO - 0.177 	 dota2:opskins.com upd loaded
2018-04-19 01:04:50,855 - root - INFO - 0.002 	 dota2:opskins.com av dropped
2018-04-19 01:04:50,962 - root - INFO - 0.106 	 dota2:opskins.com server cache updated
2018-04-19 01:04:50,966 - root - INFO - 0.004 	 dota2:opskins.com last time updated
2018-04-19 01:04:51,810 - root - INFO - 1.647 	 dota2:bitskins.com upd loaded
2018-04-19 01:04:51,970 - root - INFO - 0.006 	 dota2:bitskins.com av dropped
2018-04-19 01:04:52,105 - root - INFO - 0.134 	 dota2:bitskins.com server cache updated
2018-04-19 01:04:52,108 - root - INFO - 0.003 	 dota2:bitskins.com last time updated
2018-04-19 01:04:56,185 - root - INFO - 0.218 	 dota2:opskins.com upd loaded
2018-04-19 01:04:56,315 - root - INFO - 0.002 	 dota2:opskins.com av dropped
2018-04-19 01:04:56,434 - root - INFO - 0.119 	 dota2:opskins.com server cache updated
2018-04-19 01:04:56,438 - root - INFO - 0.004 	 dota2:opskins.com last time updated
2018-04-19 01:04:58,150 - root - INFO - 2.544 	 dota2:dota.money upd loaded
2018-04-19 01:04:58,304 - root - INFO - 0.008 	 dota2:dota.money av dropped
2018-04-19 01:04:58,388 - root - INFO - 0.083 	 dota2:dota.money server cache updated
2018-04-19 01:04:58,391 - root - INFO - 0.003 	 dota2:dota.money last time updated
2018-04-19 01:04:59,447 - root - INFO - 2.338 	 dota2:bitskins.com upd loaded
2018-04-19 01:04:59,575 - root - INFO - STATUS 1:True cache_layer {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>}
2018-04-19 01:04:59,575 - root - INFO - STATUS 2:True legacy_api {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>}
2018-04-19 01:04:59,575 - root - INFO - STATUS 3:True parser_wrapper {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>, 'proxy': None, 'game': 'meta', 'market': 'currencies', 'parser': <function currencies at 0x10884a0d0>}
2018-04-19 01:04:59,575 - root - INFO - STATUS 4:True parser_wrapper {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>, 'proxy': None, 'game': 'dota2', 'market': 'opskins.com', 'parser': <function opskins at 0x10902f950>}
2018-04-19 01:04:59,575 - root - INFO - STATUS 5:True parser_wrapper {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>, 'proxy': None, 'game': 'dota2', 'market': 'dota.money', 'parser': <function dotamoney at 0x10902f9d8>}
2018-04-19 01:04:59,575 - root - INFO - STATUS 6:True parser_wrapper {'storage': <DictProxy object, typeid 'dict' at 0x107462b00>, 'proxy': None, 'bs-token': <pyotp.totp.TOTP object at 0x108426e80>, 'bs-api-key': '6651e3e2-5842-4538-8b91-12f67211fabe', 'game': 'dota2', 'market': 'bitskins.com', 'sale_purchase': False, 'parser': <function bitskins at 0x10902fa60>}
2018-04-19 01:04:59,586 - root - INFO - 0.005 	 dota2:bitskins.com av dropped
2018-04-19 01:04:59,710 - root - INFO - 0.124 	 dota2:bitskins.com server cache updated
2018-04-19 01:04:59,714 - root - INFO - 0.004 	 dota2:bitskins.com last time updated
2018-04-19 01:05:01,628 - root - INFO - 0.190 	 dota2:opskins.com upd loaded
2018-04-19 01:05:01,755 - root - INFO - 0.002 	 dota2:opskins.com av dropped
2018-04-19 01:05:01,855 - root - INFO - 0.100 	 dota2:opskins.com server cache updated
2018-04-19 01:05:01,859 - root - INFO - 0.003 	 dota2:opskins.com last time updated
2018-04-19 01:05:05,129 - root - INFO - 1.736 	 dota2:dota.money upd loaded
2018-04-19 01:05:05,270 - root - INFO - 0.007 	 dota2:dota.money av dropped
2018-04-19 01:05:05,358 - root - INFO - 0.087 	 dota2:dota.money server cache updated
2018-04-19 01:05:05,362 - root - INFO - 0.004 	 dota2:dota.money last time updated
2018-04-19 01:05:06,719 - root - INFO - 2.004 	 dota2:bitskins.com upd loaded
2018-04-19 01:05:06,847 - root - INFO - 0.005 	 dota2:bitskins.com av dropped
2018-04-19 01:05:06,955 - root - INFO - 0.108 	 dota2:bitskins.com server cache updated
2018-04-19 01:05:06,960 - root - INFO - 0.004 	 dota2:bitskins.com last time updated
2018-04-19 01:05:07,028 - root - INFO - 0.168 	 dota2:opskins.com upd loaded
2018-04-19 01:05:07,194 - root - INFO - 0.002 	 dota2:opskins.com av dropped
2018-04-19 01:05:07,292 - root - INFO - 0.098 	 dota2:opskins.com server cache updated
2018-04-19 01:05:07,296 - root - INFO - 0.003 	 dota2:opskins.com last time updated
2018-04-19 01:05:12,033 - root - INFO - 1.671 	 dota2:dota.money upd loaded
2018-04-19 01:05:12,173 - root - INFO - 0.007 	 dota2:dota.money av dropped
2018-04-19 01:05:12,260 - root - INFO - 0.086 	 dota2:dota.money server cache updated
2018-04-19 01:05:12,264 - root - INFO - 0.003 	 dota2:dota.money last time updated
2018-04-19 01:05:12,470 - root - INFO - 0.172 	 dota2:opskins.com upd loaded
2018-04-19 01:05:12,598 - root - INFO - 0.002 	 dota2:opskins.com av dropped
2018-04-19 01:05:12,700 - root - INFO - 0.101 	 dota2:opskins.com server cache updated
2018-04-19 01:05:12,704 - root - INFO - 0.003 	 dota2:opskins.com last time updated
2018-04-19 01:05:14,744 - root - INFO - 2.782 	 dota2:bitskins.com upd loaded
2018-04-19 01:05:14,872 - root - INFO - 0.005 	 dota2:bitskins.com av dropped
2018-04-19 01:05:14,987 - root - INFO - 0.115 	 dota2:bitskins.com server cache updated
2018-04-19 01:05:14,991 - root - INFO - 0.004 	 dota2:bitskins.com last time updated
2018-04-19 01:05:17,906 - root - INFO - 0.202 	 dota2:opskins.com upd loaded
2018-04-19 01:05:18,040 - root - INFO - 0.002 	 dota2:opskins.com av dropped
2018-04-19 01:05:18,148 - root - INFO - 0.108 	 dota2:opskins.com server cache updated
2018-04-19 01:05:18,152 - root - INFO - 0.004 	 dota2:opskins.com last time updated
2018-04-19 01:05:19,446 - root - INFO - 2.181 	 dota2:dota.money upd loaded
2018-04-19 01:05:19,605 - root - INFO - 0.014 	 dota2:dota.money av dropped
2018-04-19 01:05:19,690 - root - INFO - 0.083 	 dota2:dota.money server cache updated
2018-04-19 01:05:19,693 - root - INFO - 0.003 	 dota2:dota.money last time updated
2018-04-19 01:05:22,026 - root - INFO - 2.034 	 dota2:bitskins.com upd loaded
2018-04-19 01:05:22,169 - root - INFO - 0.005 	 dota2:bitskins.com av dropped
2018-04-19 01:05:22,279 - root - INFO - 0.110 	 dota2:bitskins.com server cache updated
2018-04-19 01:05:22,283 - root - INFO - 0.004 	 dota2:bitskins.com last time updated
2018-04-19 01:05:23,329 - root - INFO - 0.176 	 dota2:opskins.com upd loaded
2018-04-19 01:05:23,462 - root - INFO - 0.003 	 dota2:opskins.com av dropped
2018-04-19 01:05:23,603 - root - INFO - 0.140 	 dota2:opskins.com server cache updated
2018-04-19 01:05:23,607 - root - INFO - 0.004 	 dota2:opskins.com last time updated
